name|interests:LString
User-116768|Topic-59
User-814664|Topic-40,Topic-21,Topic-70
User-381296|Topic-68,Topic-89,Topic-25
User-898397|Topic-12,Topic-54,Topic-60
User-727204|Topic-74
User-897423|Topic-82
User-166661|Topic-70,Topic-31
User-896859|Topic-56,Topic-37,Topic-53
User-316046|Topic-4,Topic-38
User-886808|Topic-18
User-968473|Topic-29,Topic-40,Topic-49
User-942328|Topic-4,Topic-51,Topic-18
User-637234|Topic-49,Topic-72,Topic-86
User-708284|Topic-6,Topic-72,Topic-71
User-957879|Topic-60,Topic-38
User-490650|Topic-75
User-866914|Topic-11,Topic-15
User-501777|Topic-39,Topic-86,Topic-64
User-484104|Topic-57
User-230461|Topic-100,Topic-36
User-606725|Topic-53,Topic-93
User-310401|Topic-53,Topic-23,Topic-25
User-414317|Topic-47
User-109223|Topic-93,Topic-66,Topic-96
User-278878|Topic-16
User-394134|Topic-22,Topic-49
User-76464|Topic-51,Topic-17
User-847994|Topic-9
User-551670|Topic-19,Topic-92,Topic-88
User-770278|Topic-53,Topic-7
User-716585|Topic-56,Topic-9,Topic-61
User-510089|Topic-31,Topic-96
User-132407|Topic-33,Topic-51,Topic-65
User-338903|Topic-98,Topic-8
User-148501|Topic-78,Topic-35
User-374240|Topic-92,Topic-49
User-204021|Topic-73,Topic-32
User-830303|Topic-97
User-799344|Topic-3
User-694864|Topic-12
User-389770|Topic-38,Topic-90
User-45955|Topic-93
User-445290|Topic-89,Topic-59,Topic-31
User-171217|Topic-81,Topic-78,Topic-34
User-788729|Topic-33,Topic-12,Topic-43
User-319983|Topic-33,Topic-76
User-539155|Topic-77
User-434675|Topic-44,Topic-32,Topic-54
User-242267|Topic-78,Topic-76
User-859779|Topic-11
User-811383|Topic-14,Topic-2
User-433701|Topic-46,Topic-92
User-939719|Topic-15,Topic-30,Topic-100}
User-152297|Topic-9,Topic-14
User-850193|Topic-70,Topic-34,Topic-64
User-472511|Topic-99,Topic-77
User-471947|Topic-100
User-691119|Topic-50,Topic-32,Topic-86
User-166853|Topic-27
User-140708|Topic-60
User-213296|Topic-25,Topic-75,Topic-41
User-386025|Topic-1,Topic-32,Topic-76
User-989612|Topic-48,Topic-54
User-212322|Topic-91,Topic-79,Topic-10
User-58304|Topic-84
User-64871|Topic-62,Topic-18
User-919825|Topic-18
User-381977|Topic-37
User-211758|Topic-40,Topic-53
User-533510|Topic-30,Topic-6,Topic-88
User-296055|Topic-6
User-532946|Topic-43
User-752118|Topic-93,Topic-98
User-201707|Topic-12,Topic-3
User-453591|Topic-63,Topic-53
User-672199|Topic-42
User-121788|Topic-74,Topic-70
User-993387|Topic-52,Topic-7
User-442976|Topic-31
User-662148|Topic-69,Topic-53,Topic-31
User-39384|Topic-99
User-992413|Topic-36
User-514590|Topic-37,Topic-43,Topic-56
User-38410|Topic-2,Topic-43
User-733198|Topic-9,Topic-12
User-37846|Topic-37,Topic-100,Topic-2
User-355516|Topic-66,Topic-71,Topic-35
User-676704|Topic-86,Topic-46
User-708965|Topic-68,Topic-19
User-427130|Topic-72,Topic-56,Topic-85
User-596785|Topic-44
User-606917|Topic-93,Topic-49,Topic-24
User-721609|Topic-46
User-891828|Topic-34
User-506506|Topic-32,Topic-47,Topic-71
User-586734|Topic-91
User-19490|Topic-38,Topic-21,Topic-42
User-336596|Topic-15,Topic-2,Topic-53
User-963442|Topic-33,Topic-77,Topic-7
User-962878|Topic-17,Topic-91,Topic-59
User-657784|Topic-53,Topic-90
User-416536|Topic-39
User-134137|Topic-35
User-760419|Topic-59,Topic-41,Topic-81
User-656810|Topic-1
User-205187|Topic-43,Topic-16
User-807800|Topic-79
User-81463|Topic-59,Topic-35,Topic-20
User-184030|Topic-66,Topic-17
User-46711|Topic-85,Topic-16,Topic-99
User-363817|Topic-61,Topic-34
User-740525|Topic-18,Topic-3,Topic-48
User-717830|Topic-45,Topic-37,Topic-7
User-435431|Topic-2,Topic-24,Topic-39
User-937002|Topic-85,Topic-53
User-81484|Topic-75,Topic-87
User-434867|Topic-27
User-936438|Topic-36,Topic-56
User-330951|Topic-34,Topic-16
User-129773|Topic-63,Topic-27,Topic-8
User-654039|Topic-59,Topic-42
User-299992|Topic-19
User-103628|Topic-34,Topic-83,Topic-59
User-550123|Topic-7,Topic-67,Topic-73
User-70869|Topic-6,Topic-76,Topic-25
User-27791|Topic-8
User-791392|Topic-70,Topic-26
User-344897|Topic-15
User-564069|Topic-17
User-129794|Topic-49,Topic-3
User-975248|Topic-73,Topic-7,Topic-13
User-152957|Topic-93,Topic-10,Topic-32
User-55023|Topic-41
User-578625|Topic-10
User-715059|Topic-56,Topic-63
User-404922|Topic-25
User-394790|Topic-90
User-10100|Topic-31,Topic-46,Topic-38
User-408427|Topic-17,Topic-53
User-304511|Topic-43,Topic-76,Topic-13
User-729615|Topic-5,Topic-65
User-899834|Topic-34,Topic-68,Topic-95
User-191767|Topic-58,Topic-29
User-318457|Topic-10
User-263381|Topic-68,Topic-90
User-944739|Topic-48
User-639645|Topic-52,Topic-83,Topic-91
User-709721|Topic-73,Topic-97
User-171873|Topic-59,Topic-43
User-391045|Topic-21,Topic-54,Topic-9
User-161822|Topic-3
User-63324|Topic-33
User-232872|Topic-38
User-452044|Topic-62,Topic-2,Topic-79
User-772689|Topic-9
User-43430|Topic-94,Topic-45,Topic-62
User-511505|Topic-11,Topic-6
User-681724|Topic-86,Topic-73,Topic-49
User-376630|Topic-93,Topic-27
User-58960|Topic-42
User-513064|Topic-87
User-32815|Topic-74
User-595238|Topic-90,Topic-75,Topic-87
User-938168|Topic-60
User-173607|Topic-65
User-206432|Topic-89,Topic-65,Topic-81
User-832714|Topic-14,Topic-43
User-527620|Topic-89,Topic-4,Topic-3
User-71625|Topic-46,Topic-77,Topic-93
User-470396|Topic-10,Topic-38
User-742744|Topic-33,Topic-52
User-115898|Topic-31,Topic-26
User-988061|Topic-5
User-460345|Topic-16
User-656258|Topic-4
User-918274|Topic-8,Topic-17
User-813794|Topic-20
User-531395|Topic-36,Topic-29,Topic-42
User-153713|Topic-42,Topic-61,Topic-64
User-55215|Topic-30,Topic-25
User-349626|Topic-83
User-907659|Topic-59,Topic-79
User-474901|Topic-53
User-530421|Topic-87
User-975908|Topic-60,Topic-13,Topic-80
User-394982|Topic-47,Topic-45,Topic-95
User-384931|Topic-37
User-885938|Topic-87,Topic-85,Topic-53
User-388436|Topic-25,Topic-52
User-134793|Topic-43
User-957552|Topic-33,Topic-13,Topic-72
User-980247|Topic-97,Topic-11,Topic-92
User-214733|Topic-61,Topic-65,Topic-15
User-296907|Topic-75,Topic-81,Topic-77
User-9143|Topic-8,Topic-93
User-128247|Topic-57,Topic-39,Topic-74
User-298466|Topic-94,Topic-44
User-754529|Topic-90,Topic-61
User-810049|Topic-42
User-890277|Topic-71,Topic-16,Topic-89
User-675174|Topic-17
User-26265|Topic-71,Topic-85
User-995798|Topic-67,Topic-33,Topic-4
User-664559|Topic-94
User-720079|Topic-43
User-278551|Topic-88,Topic-61
User-689730|Topic-32,Topic-63
User-736173|Topic-35,Topic-47,Topic-46
User-357927|Topic-32,Topic-64
User-108353|Topic-42,Topic-59
User-734635|Topic-62
User-429541|Topic-10,Topic-46,Topic-36
User-599760|Topic-1
User-418926|Topic-79,Topic-22,Topic-74
User-45160|Topic-35,Topic-91
User-362266|Topic-73
User-339571|Topic-29,Topic-82
User-965853|Topic-72,Topic-29
User-558179|Topic-28,Topic-31,Topic-66
User-879367|Topic-43,Topic-14,Topic-85
User-705664|Topic-62,Topic-31
User-170326|Topic-84
User-513256|Topic-73
User-709169|Topic-10,Topic-30,Topic-90
User-618204|Topic-15,Topic-71,Topic-58
User-787859|Topic-35,Topic-67
User-83874|Topic-7,Topic-62,Topic-6
User-859473|Topic-95,Topic-37,Topic-66
User-82900|Topic-70
User-18156|Topic-61,Topic-27,Topic-77
User-437842|Topic-55,Topic-64,Topic-14
User-939413|Topic-41,Topic-39
User-962108|Topic-62,Topic-82
User-231346|Topic-4,Topic-78,Topic-20
User-657014|Topic-10
User-848858|Topic-99,Topic-51,Topic-67
User-728064|Topic-4,Topic-64,Topic-10
User-898283|Topic-48
User-848879|Topic-72
User-63980|Topic-92,Topic-68
User-887668|Topic-87,Topic-84,Topic-31
User-943188|Topic-19,Topic-50
User-638094|Topic-74,Topic-68,Topic-13
User-155932|Topic-64,Topic-30
User-259848|Topic-31
User-80129|Topic-59
User-57434|Topic-39
User-532640|Topic-32,Topic-98
User-250241|Topic-22,Topic-11,Topic-91
User-751248|Topic-17
User-993081|Topic-65
User-160271|Topic-66
User-790058|Topic-82
User-607585|Topic-24,Topic-87,Topic-36
User-675834|Topic-63
User-310697|Topic-79
User-393435|Topic-75,Topic-87,Topic-94
User-178332|Topic-23,Topic-37,Topic-76
User-550971|Topic-72
User-51179|Topic-72
User-630911|Topic-99
User-223237|Topic-25
User-65735|Topic-34,Topic-77
User-465070|Topic-24,Topic-15,Topic-19
User-31264|Topic-41
User-540941|Topic-22,Topic-55,Topic-94
User-760113|Topic-44,Topic-31
User-133267|Topic-17,Topic-47,Topic-94
User-454455|Topic-3,Topic-76,Topic-80
User-149361|Topic-49,Topic-61
User-611991|Topic-5
User-831163|Topic-14,Topic-86,Topic-10
User-45820|Topic-41,Topic-60
User-147823|Topic-72,Topic-90
User-70074|Topic-68,Topic-3
User-820548|Topic-36
User-990767|Topic-86,Topic-95
User-524531|Topic-11
User-789589|Topic-49,Topic-97,Topic-75
User-741193|Topic-79,Topic-53,Topic-8
User-45841|Topic-68,Topic-72,Topic-15
User-362947|Topic-69,Topic-34,Topic-17
User-513916|Topic-25,Topic-42,Topic-40
User-434561|Topic-26,Topic-52
User-598213|Topic-83,Topic-1,Topic-68
User-152162|Topic-45,Topic-40
User-597649|Topic-98,Topic-93,Topic-88
User-974357|Topic-22
User-423946|Topic-31,Topic-65
User-232102|Topic-95,Topic-37,Topic-76
User-118852|Topic-26
User-800654|Topic-73,Topic-45
User-884387|Topic-10,Topic-30,Topic-49
User-579293|Topic-77,Topic-27,Topic-3
User-658669|Topic-9,Topic-96,Topic-85
User-213182|Topic-48,Topic-46
User-409095|Topic-57,Topic-81
User-191440|Topic-47,Topic-88
User-898943|Topic-56,Topic-67
User-752004|Topic-86,Topic-18,Topic-66
User-638754|Topic-48,Topic-15
User-115107|Topic-86
User-82348|Topic-46,Topic-57,Topic-84
User-813003|Topic-31,Topic-65
User-39270|Topic-55
User-356376|Topic-95,Topic-98,Topic-17
User-983222|Topic-17,Topic-12
User-959963|Topic-10
User-982658|Topic-20
User-677564|Topic-74
User-733084|Topic-50
User-813024|Topic-13,Topic-94,Topic-16
User-722469|Topic-80
User-587594|Topic-87,Topic-88
User-507366|Topic-16,Topic-81
User-416401|Topic-14
User-311921|Topic-53,Topic-31,Topic-90
User-417396|Topic-78,Topic-12
User-657670|Topic-32,Topic-91,Topic-76
User-772362|Topic-57
User-325867|Topic-57,Topic-32
User-737610|Topic-18,Topic-43,Topic-70
User-956218|Topic-20
User-808660|Topic-28,Topic-3
User-500116|Topic-18,Topic-70,Topic-24
User-718690|Topic-30,Topic-53
User-436291|Topic-40,Topic-45
User-937298|Topic-70
User-277217|Topic-7
User-173301|Topic-93,Topic-98,Topic-36
User-172737|Topic-62
User-927247|Topic-77
User-244351|Topic-9,Topic-72,Topic-68
User-70755|Topic-8,Topic-60
User-925709|Topic-32,Topic-3
User-154381|Topic-25
User-780663|Topic-75,Topic-27
User-884579|Topic-3,Topic-71,Topic-100
User-579485|Topic-1,Topic-88,Topic-85
User-964519|Topic-77
User-45268|Topic-91
User-906789|Topic-16,Topic-69
User-693203|Topic-22,Topic-93
User-45289|Topic-88,Topic-80,Topic-56
User-944604|Topic-33,Topic-35
User-213842|Topic-1,Topic-92,Topic-4
User-520495|Topic-72,Topic-30,Topic-68
User-945599|Topic-37,Topic-77
User-297575|Topic-20
User-83104|Topic-80
User-59845|Topic-61,Topic-54
User-995471|Topic-81,Topic-34,Topic-63
User-754223|Topic-81
User-252652|Topic-94,Topic-19,Topic-80
User-858139|Topic-89,Topic-12,Topic-62
User-39930|Topic-9,Topic-82
User-162682|Topic-48,Topic-30,Topic-14
User-64184|Topic-77,Topic-25,Topic-48
User-919138|Topic-60,Topic-31
User-984877|Topic-26,Topic-66
User-62646|Topic-75
User-609996|Topic-48,Topic-9
User-396410|Topic-81,Topic-36
User-897417|Topic-61
User-395846|Topic-58,Topic-78
User-964962|Topic-14
User-146272|Topic-78,Topic-25
User-772554|Topic-39,Topic-68
User-467460|Topic-59,Topic-48
User-969031|Topic-62,Topic-21
User-441315|Topic-55
User-226212|Topic-54
User-135657|Topic-71
User-964983|Topic-28,Topic-91,Topic-94
User-512365|Topic-37
User-682584|Topic-44,Topic-19,Topic-48
User-377490|Topic-96,Topic-32
User-33675|Topic-53,Topic-88
User-596098|Topic-90,Topic-71,Topic-39
User-135678|Topic-54,Topic-62,Topic-46
User-676038|Topic-24,Topic-18
User-422395|Topic-5
User-207292|Topic-77,Topic-20
User-5959|Topic-28,Topic-67
User-833574|Topic-16
User-365901|Topic-66
User-927439|Topic-79
User-584509|Topic-67,Topic-57
User-369406|Topic-65,Topic-43,Topic-53
User-436951|Topic-56,Topic-33
User-656123|Topic-73,Topic-43
User-109217|Topic-11
User-279436|Topic-41
User-436972|Topic-41,Topic-80
User-656144|Topic-26,Topic-22,Topic-6
User-977332|Topic-72
User-976768|Topic-5,Topic-49
User-645529|Topic-94,Topic-78,Topic-59
User-727194|Topic-63,Topic-78,Topic-70
User-701049|Topic-89
User-717143|Topic-42,Topic-10,Topic-48
User-385791|Topic-45,Topic-61
User-716579|Topic-35
User-886798|Topic-32
User-715605|Topic-49,Topic-84
User-128112|Topic-37,Topic-51,Topic-83
User-298331|Topic-82,Topic-14
User-193851|Topic-96
User-297767|Topic-16,Topic-59,Topic-56
User-799338|Topic-52
User-377707|Topic-37,Topic-53
User-26130|Topic-32,Topic-30,Topic-87
User-343236|Topic-46,Topic-88
User-946823|Topic-41,Topic-58
User-319977|Topic-68,Topic-35
User-128133|Topic-76,Topic-4,Topic-79
User-310370|Topic-22,Topic-63
User-117518|Topic-100,Topic-90,Topic-48}
User-815414|Topic-21,Topic-42
User-358787|Topic-44
User-735495|Topic-3
User-899147|Topic-100,Topic-34
User-64844|Topic-82,Topic-16
User-167411|Topic-52
User-190106|Topic-88,Topic-21
User-723906|Topic-4,Topic-36,Topic-2
User-418812|Topic-24,Topic-51
User-533504|Topic-55
User-958608|Topic-32
User-910212|Topic-75,Topic-7
User-709034|Topic-2,Topic-38,Topic-84
User-879253|Topic-48,Topic-79,Topic-21
User-171186|Topic-100,Topic-87,Topic-17}
User-774773|Topic-84,Topic-92
User-878689|Topic-64
User-868638|Topic-30,Topic-43,Topic-52
User-704986|Topic-56,Topic-91
User-924158|Topic-10
User-491400|Topic-38,Topic-44,Topic-53
User-619064|Topic-76
User-490836|Topic-33,Topic-63
User-38404|Topic-93
User-83760|Topic-69,Topic-40,Topic-45
User-231211|Topic-92,Topic-19
User-390815|Topic-58
User-106899|Topic-35
User-472480|Topic-68
User-77214|Topic-95,Topic-76,Topic-97
User-140677|Topic-46
User-552420|Topic-83,Topic-22,Topic-72
User-551856|Topic-93
User-246762|Topic-37,Topic-2
User-771028|Topic-19,Topic-48,Topic-37
User-220617|Topic-66,Topic-48
User-623470|Topic-38,Topic-74
User-461886|Topic-8,Topic-18
User-681058|Topic-40
User-156792|Topic-53,Topic-43,Topic-91
User-58294|Topic-44,Topic-54,Topic-5
User-201697|Topic-6,Topic-86
User-695614|Topic-29,Topic-51,Topic-71
User-46705|Topic-98,Topic-85,Topic-34
User-521911|Topic-52
User-740519|Topic-92,Topic-14,Topic-7
User-435425|Topic-32,Topic-40,Topic-37
User-756613|Topic-7
User-299986|Topic-40
User-812133|Topic-94
User-982352|Topic-36
User-480781|Topic-2
User-981788|Topic-53,Topic-59,Topic-8
User-676694|Topic-55,Topic-33,Topic-36
User-51044|Topic-44,Topic-3
User-394295|Topic-48
User-997882|Topic-58
User-27785|Topic-5
User-801518|Topic-85,Topic-61
User-153047|Topic-64,Topic-94,Topic-30
User-502991|Topic-50
User-224097|Topic-6,Topic-4,Topic-23
User-65600|Topic-77
User-382706|Topic-44,Topic-38,Topic-80
User-214046|Topic-50,Topic-54,Topic-86
User-578619|Topic-86,Topic-47
User-212508|Topic-30
User-228602|Topic-27,Topic-5,Topic-2
User-454341|Topic-8,Topic-70
User-453777|Topic-28
User-148683|Topic-10
User-994137|Topic-79
User-443726|Topic-32,Topic-97
User-689043|Topic-5
User-820434|Topic-73
User-515340|Topic-94,Topic-43
User-514776|Topic-36,Topic-34
User-684995|Topic-17,Topic-58
User-599073|Topic-40,Topic-88
User-513802|Topic-42,Topic-24,Topic-44
User-597535|Topic-67,Topic-78
User-337346|Topic-15
User-963628|Topic-56,Topic-100
User-658534|Topic-59,Topic-1
User-704003|Topic-21,Topic-64
User-703439|Topic-57,Topic-6,Topic-40
User-568564|Topic-27
User-376156|Topic-32,Topic-27,Topic-3
User-945272|Topic-95,Topic-65,Topic-62
User-201889|Topic-48,Topic-14
User-180711|Topic-1,Topic-98
User-82213|Topic-92
User-742249|Topic-17,Topic-90
User-184216|Topic-51,Topic-64
User-984082|Topic-68,Topic-17,Topic-90
User-331701|Topic-24
User-251782|Topic-54
User-71619|Topic-77,Topic-68
User-63293|Topic-3,Topic-19
User-572970|Topic-64
User-28541|Topic-70
User-792142|Topic-100
User-971929|Topic-19,Topic-57,Topic-1
User-666835|Topic-92,Topic-53
User-886007|Topic-40
User-722355|Topic-94,Topic-66
User-417261|Topic-70,Topic-80
User-781527|Topic-54,Topic-44
User-416697|Topic-85
User-312781|Topic-20
User-485510|Topic-39
User-153707|Topic-81,Topic-92
User-225321|Topic-12,Topic-16
User-77870|Topic-38,Topic-32
User-395540|Topic-71,Topic-80,Topic-77
User-51725|Topic-6,Topic-25,Topic-28
User-394976|Topic-7,Topic-58
User-957078|Topic-73,Topic-52
User-90514|Topic-65,Topic-22,Topic-25
User-466590|Topic-45,Topic-11
User-192517|Topic-51,Topic-41
User-761633|Topic-38,Topic-20,Topic-68
User-134787|Topic-71
User-264131|Topic-1,Topic-68,Topic-70
User-912623|Topic-48
User-174161|Topic-90,Topic-10,Topic-5
User-173597|Topic-22
User-996356|Topic-57
User-70620|Topic-22
User-65048|Topic-65
User-926569|Topic-27
User-493811|Topic-25,Topic-81
User-540254|Topic-32,Topic-44,Topic-78
User-516995|Topic-34,Topic-95
User-976441|Topic-5,Topic-74,Topic-6
User-233622|Topic-20,Topic-83,Topic-25
User-554810|Topic-87,Topic-31
User-610330|Topic-73,Topic-11
User-474891|Topic-60,Topic-53,Topic-16
User-694063|Topic-31,Topic-16,Topic-34
User-693499|Topic-35
User-143652|Topic-54,Topic-95
User-45154|Topic-84
User-684012|Topic-52,Topic-16
User-520360|Topic-41
User-683448|Topic-95,Topic-1,Topic-81
User-840984|Topic-47,Topic-75,Topic-56
User-845053|Topic-13
User-59710|Topic-2,Topic-7
User-376816|Topic-59,Topic-25
User-208156|Topic-81,Topic-38,Topic-70
User-297461|Topic-15,Topic-48
User-970186|Topic-70,Topic-49,Topic-42
User-448430|Topic-71,Topic-56,Topic-16
User-755083|Topic-3
User-116627|Topic-81,Topic-6,Topic-72
User-286846|Topic-70,Topic-67
User-663554|Topic-94,Topic-46,Topic-91
User-358460|Topic-30,Topic-13
User-357896|Topic-39,Topic-86,Topic-7
User-984742|Topic-46,Topic-14
User-14645|Topic-67,Topic-83
User-241923|Topic-32,Topic-84,Topic-8
User-437836|Topic-70,Topic-77,Topic-93
User-156001|Topic-37,Topic-32
User-657008|Topic-68,Topic-74
User-155437|Topic-84,Topic-96
User-814544|Topic-87,Topic-31
User-532145|Topic-2
User-509450|Topic-36,Topic-1,Topic-91
User-397270|Topic-58,Topic-43,Topic-95
User-53455|Topic-3
User-898277|Topic-7,Topic-54
User-908409|Topic-52,Topic-86,Topic-66
User-803929|Topic-94,Topic-39
User-691749|Topic-6,Topic-97,Topic-44
User-724574|Topic-91
User-419480|Topic-68
User-442175|Topic-55,Topic-49,Topic-56
User-959276|Topic-88,Topic-99
User-135543|Topic-27
User-250235|Topic-34
User-456731|Topic-40
User-958302|Topic-6
User-957738|Topic-15
User-675339|Topic-40
User-214919|Topic-12
User-501636|Topic-34,Topic-15,Topic-53
User-366761|Topic-10
User-867768|Topic-86,Topic-4
User-585369|Topic-13,Topic-41
User-939382|Topic-28,Topic-100
User-665309|Topic-25,Topic-48,Topic-72
User-279301|Topic-35,Topic-52,Topic-94
User-822845|Topic-56
User-174821|Topic-67
User-599925|Topic-60,Topic-16
User-736359|Topic-67
User-978192|Topic-74,Topic-49,Topic-100}
User-429727|Topic-81,Topic-47
User-802930|Topic-28
User-646389|Topic-15,Topic-41
User-886663|Topic-94
User-65729|Topic-99,Topic-57,Topic-78
User-966603|Topic-26,Topic-95,Topic-86
User-339757|Topic-27,Topic-6
User-716465|Topic-42,Topic-45,Topic-52
User-329706|Topic-68,Topic-32
User-330150|Topic-39,Topic-3
User-299191|Topic-54,Topic-73,Topic-18
User-706414|Topic-7
User-70068|Topic-30,Topic-9,Topic-34
User-240180|Topic-78,Topic-4
User-947683|Topic-100,Topic-17,Topic-22}
User-970378|Topic-60
User-788609|Topic-15
User-118378|Topic-35
User-84624|Topic-27,Topic-72
User-14837|Topic-64,Topic-99
User-849608|Topic-25,Topic-6,Topic-77
User-168271|Topic-17,Topic-24
User-760082|Topic-7
User-64730|Topic-26
User-888418|Topic-55,Topic-50
User-419672|Topic-94
User-213176|Topic-56,Topic-12,Topic-57
User-840022|Topic-30,Topic-13,Topic-96
User-397930|Topic-82
User-534364|Topic-3,Topic-86,Topic-48
User-911072|Topic-18,Topic-92,Topic-86
User-442835|Topic-78,Topic-65,Topic-61
User-227732|Topic-29,Topic-64,Topic-63
User-171072|Topic-19,Topic-18,Topic-91
User-604440|Topic-84,Topic-100
User-869498|Topic-29,Topic-52
User-92925|Topic-38,Topic-22,Topic-8
User-492260|Topic-73
User-442856|Topic-54
User-688173|Topic-95,Topic-21
User-137762|Topic-91
User-160457|Topic-92,Topic-15
User-39264|Topic-52,Topic-36
User-481645|Topic-79,Topic-65,Topic-82
User-983216|Topic-54,Topic-1,Topic-91
User-514470|Topic-38,Topic-96,Topic-89
User-678122|Topic-10,Topic-7
User-232071|Topic-96
User-857909|Topic-85,Topic-24,Topic-94
User-28649|Topic-97
User-311447|Topic-59
User-391675|Topic-70,Topic-11,Topic-36
User-214|Topic-18,Topic-16
User-221477|Topic-19
User-461751|Topic-2
User-657664|Topic-73,Topic-99,Topic-94
User-32014|Topic-56,Topic-64,Topic-75
User-978852|Topic-57
User-134017|Topic-6
User-455205|Topic-61,Topic-57,Topic-37
User-201562|Topic-68,Topic-7,Topic-62
User-612741|Topic-80
User-205067|Topic-73,Topic-41
User-285295|Topic-60,Topic-26,Topic-29
User-831349|Topic-80
User-696474|Topic-51,Topic-14
User-47565|Topic-99
User-522771|Topic-30,Topic-31
User-685859|Topic-50,Topic-73,Topic-67
User-115097|Topic-71,Topic-73
User-240372|Topic-42
User-299851|Topic-70
User-741379|Topic-22
User-436285|Topic-85,Topic-91,Topic-65
User-757473|Topic-70
User-731328|Topic-87
User-435311|Topic-59,Topic-49,Topic-10
User-129653|Topic-84
User-755935|Topic-19,Topic-91
User-802378|Topic-73
User-975107|Topic-36
User-972597|Topic-52,Topic-91
User-119602|Topic-2
User-801404|Topic-33
User-665965|Topic-79,Topic-57,Topic-20
User-802399|Topic-80,Topic-15,Topic-98
User-383566|Topic-72,Topic-71
User-885137|Topic-14,Topic-74
User-579479|Topic-77,Topic-68,Topic-8
User-655914|Topic-58,Topic-64,Topic-34
User-659419|Topic-42
User-405776|Topic-68
User-213368|Topic-27
User-816955|Topic-28,Topic-11
User-91182|Topic-86
User-639504|Topic-79,Topic-77
User-946157|Topic-22,Topic-50,Topic-3
User-444586|Topic-51,Topic-7
User-821294|Topic-33,Topic-29
User-173270|Topic-12,Topic-52,Topic-40
User-137954|Topic-8,Topic-93
User-357126|Topic-42,Topic-98,Topic-86
User-983408|Topic-15
User-252646|Topic-71,Topic-26
User-678314|Topic-39,Topic-61,Topic-77
User-29405|Topic-36,Topic-7,Topic-26
User-598395|Topic-88,Topic-25,Topic-39
User-504611|Topic-20,Topic-82,Topic-75
User-723219|Topic-14,Topic-70
User-64178|Topic-10
User-588344|Topic-97,Topic-61
User-745880|Topic-14,Topic-63,Topic-4
User-965052|Topic-81
User-860572|Topic-73,Topic-46
User-964488|Topic-26
User-659394|Topic-17,Topic-4,Topic-65
User-418146|Topic-38,Topic-71,Topic-61
User-396404|Topic-67
User-658420|Topic-95,Topic-56
User-704299|Topic-34,Topic-80
User-553940|Topic-17,Topic-80
User-773112|Topic-17,Topic-47
User-271541|Topic-60,Topic-23,Topic-57
User-647805|Topic-54
User-101343|Topic-78,Topic-22
User-181571|Topic-42
User-718855|Topic-68
User-83073|Topic-95,Topic-19,Topic-65
User-185076|Topic-33,Topic-74,Topic-35
User-480119|Topic-65,Topic-38
User-933979|Topic-75,Topic-8,Topic-71
User-718876|Topic-79
User-834132|Topic-61
User-938048|Topic-87,Topic-19
User-72479|Topic-77,Topic-81
User-245101|Topic-92
User-461199|Topic-72
User-983872|Topic-74,Topic-62,Topic-17
User-486370|Topic-93,Topic-71,Topic-1
User-460225|Topic-47,Topic-46
User-155131|Topic-46,Topic-9
User-781413|Topic-94
User-154567|Topic-8,Topic-75,Topic-24
User-909077|Topic-95,Topic-58,Topic-26
User-780849|Topic-31,Topic-12,Topic-67
User-475755|Topic-57,Topic-59,Topic-74
User-531275|Topic-14,Topic-11,Topic-6
User-144516|Topic-67
User-226181|Topic-46,Topic-96
User-46018|Topic-98,Topic-59
User-907539|Topic-90,Topic-22
User-870|Topic-92
User-521224|Topic-41,Topic-32
User-690879|Topic-51,Topic-53
User-91374|Topic-66,Topic-34
User-385785|Topic-23,Topic-13
User-299299|Topic-46,Topic-80,Topic-45
User-762493|Topic-91,Topic-23
User-215587|Topic-74,Topic-15
User-298325|Topic-9
User-27098|Topic-19,Topic-96
User-455861|Topic-16,Topic-93,Topic-7
User-750904|Topic-61,Topic-41,Topic-77
User-26124|Topic-52,Topic-97,Topic-96
User-996221|Topic-33
User-549726|Topic-87
User-445810|Topic-84,Topic-11
User-501330|Topic-9
User-664418|Topic-96,Topic-23,Topic-100}
User-449315|Topic-51,Topic-38,Topic-3
User-365891|Topic-44,Topic-95
User-821954|Topic-52,Topic-16,Topic-69
User-516860|Topic-11,Topic-58,Topic-35
User-736032|Topic-34,Topic-37
User-162868|Topic-62,Topic-60
User-359345|Topic-5,Topic-39,Topic-73
User-731984|Topic-65,Topic-52,Topic-57
User-985627|Topic-16
User-516881|Topic-64
User-736053|Topic-34,Topic-13
User-234482|Topic-45,Topic-11,Topic-50
User-611190|Topic-62
User-965712|Topic-63,Topic-59
User-147022|Topic-89,Topic-56,Topic-39
User-770794|Topic-90
User-418806|Topic-56,Topic-97
User-136407|Topic-77,Topic-68
User-513115|Topic-66
User-683334|Topic-56
User-208021|Topic-98,Topic-91
User-378240|Topic-43,Topic-79
User-377676|Topic-34
User-879247|Topic-89,Topic-31
User-34425|Topic-74,Topic-9
User-672719|Topic-70
User-754384|Topic-4,Topic-3,Topic-94
User-203973|Topic-57,Topic-67
User-449290|Topic-18,Topic-15,Topic-17
User-423145|Topic-18
User-208042|Topic-64
User-6709|Topic-10,Topic-22,Topic-63
User-117487|Topic-82,Topic-71
User-834324|Topic-100
User-437701|Topic-57,Topic-3,Topic-28
User-83754|Topic-86
User-901890|Topic-75
User-438696|Topic-15,Topic-33,Topic-25
